Objects
30
,,Global Angle drone_3:drone_3,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,potX,potY,potZ
327,0,-0.0499914,0.0330375,0.0716608,-59.3752,-2027.83,689.075,64,0,64
328,0,-0.0403441,0.0290298,0.0717219,-54.8611,-2055.54,678.065,64,0,64
329,0,-0.0284076,0.0322439,0.0691314,-50.4165,-2081.49,668.069,64,0,64
330,0,-0.0182411,0.0317172,0.0677433,-46.0923,-2106.06,658.943,64,0,64
331,0,-0.00847846,0.0251624,0.0684722,-41.6903,-2129.26,650.815,64,0,64
332,0,-0.00239824,0.0238468,0.067631,-37.4592,-2151.28,643.645,64,0,64
333,0,0.00406722,0.019761,0.0671733,-33.3424,-2172.09,637.392,64,0,64
334,0,0.0080891,0.0186173,0.0659923,-29.1868,-2191.77,632.181,64,0,64
335,0,0.00914499,0.0163637,0.0665888,-25.2414,-2210.56,627.746,64,0,64
336,0,0.0123868,0.01474,0.0645324,-21.4008,-2228.31,624.212,64,0,64
337,0,0.015087,0.0163615,0.0642285,-17.7014,-2245.25,621.555,64,0,64
338,0,0.0177299,0.0157575,0.0629826,-14.2147,-2261.33,619.691,64,0,64
339,0,0.0198465,0.0156684,0.0623021,-10.8318,-2276.62,618.734,64,0,64
340,0,0.0201999,0.0151126,0.0623665,-7.60338,-2291.25,618.457,64,0,64
341,0,0.0214791,0.0114897,0.0626529,-4.57713,-2304.94,618.841,64,0,64
342,0,0.022725,0.0125618,0.0611523,-1.71353,-2317.97,619.765,64,0,64
343,0,0.0218455,0.0100439,0.0614966,1.00456,-2330.34,621.284,64,0,64
344,0,0.0191597,0.0070974,0.0607966,3.55328,-2341.87,623.224,64,0,64
345,0,0.0175951,0.012285,0.0611794,6.06773,-2352.84,625.708,64,0,64
346,0,0.0136861,0.00970003,0.0626047,8.35823,-2363.11,628.545,64,0,64
347,0,0.014471,0.01271,0.0605978,10.3878,-2372.61,631.616,64,0,64
348,0,0.0126143,0.0107824,0.0597168,12.1778,-2381.38,634.922,64,0,64
349,0,0.0116308,0.010913,0.0601168,14.102,-2389.54,638.693,64,0,64
350,0,0.0125114,0.0158296,0.0595893,16.0833,-2396.91,643.09,64,0,64
351,0,0.0106835,0.0170089,0.0609776,17.8569,-2403.7,647.177,64,0,64
352,0,0.0106938,0.0168849,0.060886,19.3984,-2409.91,649.716,64,0,64
353,0,0.0124345,0.0142512,0.0582179,21.0155,-2415.43,649.565,64,0,64
354,0,0.0123731,0.00872946,0.0582965,22.7549,-2420.79,645.504,64,0,64
355,0,0.0141901,0.00504361,0.0589472,24.6743,-2425.9,636.779,64,0,64
356,0,0.0144129,0.00238314,0.0638849,27.1872,-2431.2,623.307,64,0,64
357,0,0.0172805,0.0012379,0.0623019,29.2842,-2435.76,604.366,64,0,64
358,0,0.0169328,-0.00029118,0.0643488,31.9039,-2440.37,581.33,64,0,64
359,0,0.0131454,0.00686548,0.0656903,34.6705,-2444.51,554.748,64,0,64
360,0,0.0107604,0.0126104,0.0667421,37.5905,-2448.38,525.626,64,0,64
361,0,0.00291216,0.0184013,0.0707777,41.1425,-2451.96,495.482,64,0,64
362,0,-0.00106751,0.0212918,0.0688895,43.7646,-2454.69,463.307,64,0,64
363,0,-0.00306298,0.028928,0.0677238,46.5182,-2456.77,430.851,64,0,64
364,0,-0.00875653,0.0326332,0.069962,49.6502,-2458.3,398.819,64,0,64
365,0,-0.0145367,0.0391277,0.0727169,52.9613,-2458.81,366.727,64,0,64
366,0,-0.0197689,0.0222449,0.0731358,56.527,-2458.85,335.995,64,0,64
367,0,-0.0139354,0.0182167,0.0662477,60.1228,-2457.77,305.789,64,0,64
368,0,0.00295076,0.00244255,0.0942321,62.1518,-2454.52,275.599,64,0,64
369,0,0.00107093,-4.85233e-05,0.0935619,64.8484,-2451.73,246.237,64,0,64
370,0,-0.0160927,0.00287199,0.0531479,67.3327,-2447.1,218.159,64,0,64
371,0,-0.0151031,-0.000491854,0.0552883,69.712,-2442.59,191.252,64,0,64
372,0,-0.0116768,0.00499418,0.0493316,69.7757,-2436.67,166.52,64,0,64
373,0,0.0026988,0.00923471,0.0510055,69.5714,-2430.38,143.987,64,0,64
374,0,0.0175969,0.00382335,0.0547453,70.0259,-2423.66,123.053,64,0,64
375,0,0.0232466,0.00455864,0.0549737,73.9421,-2416.57,103.571,64,0,64
376,0,0.024421,0.00425335,0.0535235,75.5722,-2408.74,88.2962,64,0,64
377,0,0.0469051,0.0401295,0.0606858,88.1981,-2405.63,81.9035,64,0,64
378,0,0.0666883,0.0174003,0.0663747,78.9953,-2402.79,91.1359,64,0,64
379,0,0.0764803,0.0142725,0.0638197,81.6138,-2400.65,95.3272,64,0,64
380,0,0.0796684,0.0123363,0.0643738,97.24,-2399.96,91.416,64,0,64
381,0,0.0782279,0.011458,0.063394,91.5373,-2396.85,92.7657,64,0,64
382,0,0.0646537,0.0034752,0.066919,90.6797,-2394.33,88.1849,64,0,64
383,0,0.0498899,0.0299845,0.0586526,95.7309,-2393.28,83.9817,64,0,64
384,0,0.0527025,0.027488,0.0668234,97.0393,-2393.92,85.562,64,0,64
385,0,0.0373209,0.0152011,0.0664987,93.2359,-2393.87,85.2737,64,0,64
386,0,0.0469268,0.0241973,0.0660705,92.074,-2394.14,86.1821,64,0,64
387,0,0.0576742,0.0140269,0.0649799,96.1462,-2395.19,83.7269,64,0,64
388,0,0.0671303,0.0205528,0.0651651,101.969,-2396.49,81.5445,64,0,64
389,0,0.0646732,0.0288472,0.062849,99.49,-2395.94,82.9778,64,0,64
390,0,0.0666289,0.0207259,0.06284,95.0428,-2395.69,84.5041,64,0,64
391,0,0.0681916,0.0155456,0.0664431,95.449,-2395.74,83.9086,64,0,64
392,0,0.0658076,0.0171956,0.064127,97.6227,-2395.91,83.0429,64,0,64
393,0,0.0670371,0.0211481,0.0645916,100.451,-2396.26,82.0439,64,0,64
394,0,0.067488,0.0215538,0.0656928,96.1241,-2395.88,84.0399,64,0,64
395,0,0.0662336,0.0180198,0.0645549,97.0793,-2395.97,83.4118,64,0,64
396,0,0.0696495,0.019054,0.0693369,96.2478,-2395.95,83.6999,64,0,64
397,0,0.0674519,0.0196064,0.0639153,96.6545,-2395.9,83.6394,64,0,64
398,0,0.0675545,0.0202373,0.0648434,100.316,-2396.3,82.0895,64,0,64
399,0,0.0675835,0.0215043,0.0646479,95.7094,-2395.72,84.1808,64,0,64
400,0,0.0678741,0.0188815,0.0649457,97.8469,-2396.02,83.0491,64,0,64
401,0,0.0664862,0.0189673,0.0633473,96.6299,-2395.86,83.6125,64,0,64
402,0,0.0678019,0.0203787,0.064331,96.5699,-2395.91,83.7543,64,0,64
403,0,0.0672046,0.0193528,0.0646677,98.7306,-2396.11,82.7426,64,0,64
404,0,0.0665274,0.0212525,0.0639328,98.8803,-2396.11,82.7005,64,0,64
405,0,0.0673079,0.0196569,0.0630698,93.6573,-2395.54,84.9479,64,0,64
406,0,0.0682229,0.0188217,0.066647,99.4611,-2396.23,82.4361,64,0,64
407,0,0.0662114,0.0208566,0.0626471,96.5797,-2395.87,83.7359,64,0,64
408,0,0.0662668,0.0195453,0.0625498,95.9154,-2395.85,83.9816,64,0,64
409,0,0.0672286,0.0209596,0.0640635,97.7279,-2396.02,83.2253,64,0,64
410,0,0.0663034,0.0191363,0.0618085,94.5741,-2395.67,84.5671,64,0,64
411,0,0.0679175,0.0187031,0.0665377,99.4084,-2396.19,82.3843,64,0,64
412,0,0.0666578,0.0199397,0.0640779,98.0452,-2396.03,83.0159,64,0,64
413,0,0.0671177,0.0239989,0.0622301,96.7628,-2395.87,83.7142,64,0,64
414,0,0.0675616,0.0206863,0.0649154,99.2933,-2396.21,82.5309,64,0,64
415,0,0.0664115,0.0190989,0.0636994,94.5794,-2395.67,84.5076,64,0,64
416,0,0.0657521,0.0205077,0.0618602,97.705,-2395.98,83.1848,64,0,64
417,0,0.067709,0.0214532,0.0645158,98.1668,-2396.03,83.0826,64,0,64
418,0,0.0674514,0.0197358,0.0625473,98.514,-2396.08,82.8111,64,0,64
419,0,0.0673134,0.0180993,0.0654444,94.428,-2395.69,84.5221,64,0,64
420,0,0.0659397,0.0177141,0.0655408,97.0955,-2396.0,83.3231,64,0,64
421,0,0.0678525,0.0201167,0.0658821,96.1512,-2395.85,83.9213,64,0,64
422,0,0.0662559,0.0208626,0.0624373,98.8142,-2396.07,82.7314,64,0,64
423,0,0.0678267,0.0182589,0.0649237,98.2704,-2396.06,82.872,64,0,64
424,0,0.0677557,0.0209686,0.0645615,94.8914,-2395.75,84.4058,64,0,64
425,0,0.0668355,0.0209809,0.0634153,94.3573,-2395.63,84.6936,64,0,64
426,0,0.0677015,0.0220468,0.0646145,96.1399,-2395.84,83.8819,64,0,64
427,0,0.0673076,0.0212176,0.0642909,96.2708,-2395.81,83.8023,64,0,64
428,0,0.0684235,0.01982,0.0660224,94.8003,-2395.71,84.3978,64,0,64
429,0,0.0679087,0.0198503,0.0656298,97.5883,-2396.06,83.2098,64,0,64
430,0,0.0669759,0.0190134,0.0642696,96.6205,-2395.85,83.6891,64,0,64
431,0,0.0674285,0.0204043,0.0654247,96.8365,-2395.89,83.6292,64,0,64
432,0,0.0675019,0.0183171,0.064695,98.1554,-2396.03,82.971,64,0,64
433,0,0.0675673,0.0198137,0.064014,95.8824,-2395.79,84.0239,64,0,64
434,0,0.0681116,0.0185215,0.0661814,98.2986,-2396.11,82.8857,64,0,64
435,0,0.0670882,0.0173113,0.0656449,97.8989,-2396.12,83.0288,64,0,64
436,0,0.0674586,0.0201166,0.0649786,97.0387,-2395.95,83.4671,64,0,64
437,0,0.0666062,0.0182287,0.0638684,97.3695,-2395.94,83.2692,64,0,64
438,0,0.067134,0.0221704,0.0633126,97.4628,-2395.94,83.3274,64,0,64
