Objects
30
,,Global Angle drone_3:drone_3,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,potX,potY,potZ
326,0,0.0289337,-0.0101248,0.0571771,129.917,-884.975,824.205,64,24,64
327,0,0.0310519,-0.0135292,0.0566921,136.643,-885.97,824.42,64,24,64
328,0,0.0337647,-0.0164036,0.0564468,143.006,-886.54,824.181,64,24,64
329,0,0.037499,-0.022587,0.0560042,149.176,-886.879,822.315,64,24,64
330,0,0.0415691,-0.0302654,0.0555384,155.066,-887.03,817.444,64,24,64
331,0,0.0465867,-0.0345405,0.056785,160.833,-887.141,808.725,64,24,64
332,0,0.0507122,-0.0404955,0.0579632,166.662,-887.152,795.277,64,24,64
333,0,0.0535377,-0.0445254,0.0594918,172.424,-887.106,777.076,64,24,64
334,0,0.0536914,-0.0453528,0.0597271,178.21,-887.146,754.49,64,24,64
335,0,0.053878,-0.0444455,0.0604946,183.699,-886.983,727.983,64,24,64
336,0,0.0566502,-0.0443728,0.059727,188.959,-886.895,698.293,64,24,64
337,0,0.0549591,-0.0425279,0.0574307,193.815,-886.531,666.511,64,24,64
338,0,0.0547035,-0.0332523,0.0564881,198.229,-886.244,633.17,64,24,64
339,0,0.0504819,-0.0382091,0.0582871,201.903,-885.602,599.061,64,24,64
340,0,0.0424551,-0.0324679,0.0633721,205.638,-885.245,564.697,64,24,64
341,0,0.0403992,-0.0318591,0.0587467,208.426,-883.983,530.255,64,24,64
342,0,0.0403692,-0.0304048,0.0683496,210.384,-882.445,496.016,64,24,64
343,0,0.0386908,-0.0260575,0.0673805,212.344,-880.641,462.043,64,24,64
344,0,0.0373824,-0.0232766,0.0676562,213.954,-878.738,428.236,64,24,64
345,0,0.0385191,-0.0176487,0.0681379,215.287,-876.377,394.751,64,24,64
346,0,0.0386657,-0.0163047,0.0707206,216.212,-873.967,361.391,64,24,64
347,0,0.0413467,-0.0111015,0.0712468,216.789,-871.069,328.389,64,24,64
348,0,0.0431556,-0.00803549,0.072724,217.037,-867.911,295.768,64,24,64
349,0,0.0454026,-0.00340223,0.0726822,217.045,-864.467,263.873,64,24,64
350,0,0.046964,-0.00251522,0.0733729,216.698,-860.764,232.746,64,24,64
351,0,0.0441772,0.000448595,0.0716612,216.084,-856.596,203.381,64,24,64
352,0,0.0341139,0.00497842,0.0688394,215.173,-851.639,175.847,64,24,64
353,0,0.036492,0.0019441,0.0672052,213.791,-846.701,150.027,64,24,64
354,0,0.0492516,-0.000964902,0.0667927,211.982,-841.59,125.945,64,24,64
355,0,0.0642297,-0.00259258,0.0668836,209.957,-836.276,104.189,64,24,64
356,0,0.0753141,-0.00033662,0.0679867,207.744,-831.006,85.1586,64,24,64
357,0,0.0829746,0.00848368,0.0655514,205.376,-825.587,68.9797,64,24,64
358,0,0.086282,0.0204692,0.0628447,202.675,-820.332,55.5146,64,24,64
359,0,0.0756969,0.0278068,0.0638493,200.534,-815.494,47.4827,64,24,64
360,0,0.0589986,0.0401557,0.0640245,200.714,-812.154,52.1542,64,24,64
361,0,0.055273,0.0240279,0.0648551,200.684,-809.529,55.2499,64,24,64
362,0,0.0550947,0.00803544,0.0640785,200.359,-806.932,55.9209,64,24,64
363,0,0.0583643,0.00590395,0.0647253,200.266,-804.32,54.1963,64,24,64
364,0,0.0614695,0.00512781,0.0677197,200.647,-801.829,49.3197,64,24,64
365,0,0.0744441,0.0539205,0.0720755,203.434,-801.669,48.2072,64,24,64
366,0,0.0827861,0.0685706,0.072927,205.133,-802.514,48.8036,64,24,64
367,0,0.07662,0.0543439,0.0746541,205.27,-802.732,48.4702,64,24,64
368,0,0.0728898,0.038596,0.0775839,204.277,-802.706,48.0841,64,24,64
369,0,0.0726728,0.0416176,0.0772664,204.037,-802.661,47.9643,64,24,64
370,0,0.0764805,0.0415302,0.0764328,204.098,-802.884,47.8024,64,24,64
371,0,0.0765719,0.0401897,0.0760074,204.081,-802.871,47.6574,64,24,64
372,0,0.0764247,0.0407146,0.0755067,204.071,-802.905,47.7305,64,24,64
373,0,0.076006,0.0415981,0.0755933,204.05,-802.919,47.81,64,24,64
374,0,0.0757721,0.0414785,0.075698,204.057,-802.927,47.828,64,24,64
375,0,0.0758137,0.0412382,0.075737,204.057,-802.894,47.7429,64,24,64
376,0,0.0764112,0.040573,0.0756234,204.078,-802.892,47.707,64,24,64
377,0,0.0758023,0.0413655,0.0759135,204.068,-802.862,47.732,64,24,64
378,0,0.0757087,0.0422514,0.0761168,204.073,-802.862,47.7971,64,24,64
379,0,0.0755159,0.0418058,0.0763358,204.064,-802.899,47.7837,64,24,64
380,0,0.075755,0.0410015,0.0762198,204.077,-802.895,47.7344,64,24,64
381,0,0.0758688,0.0417191,0.0763601,204.074,-802.872,47.7389,64,24,64
382,0,0.0758771,0.0409553,0.0761668,204.055,-802.873,47.7771,64,24,64
383,0,0.0755307,0.0423622,0.0761994,204.053,-802.885,47.7508,64,24,64
384,0,0.0754514,0.0416373,0.076458,204.067,-802.874,47.77,64,24,64
385,0,0.0761532,0.0414167,0.0760878,204.061,-802.865,47.7404,64,24,64
386,0,0.0757507,0.0412268,0.0764359,204.069,-802.892,47.7589,64,24,64
387,0,0.0757989,0.0413242,0.0760122,204.076,-802.86,47.7683,64,24,64
